mtt,mu_pt,mu_abseta,weight,pileup
1454.7783,161.90013,1.0654297,1.0,12.0
2135.059,66.0795,1.081543,1.0,25.0
1953.5511,143.68123,1.482666,1.0,23.0
1957.2317,705.89954,0.9979248,1.0,23.0
1074.9686,202.65236,0.24050903,1.0,24.0
2353.5813,261.62503,0.9473877,1.0,15.0
2185.9204,341.55692,0.5571289,1.0,17.0
1708.4005,299.87152,0.57055664,1.0,22.0
1943.7434,155.77681,1.2626953,1.0,13.0
2035.142,261.35196,0.184021,1.0,26.0
2112.6526,67.68435,0.22503662,1.0,19.0
1655.3203,262.48148,0.80529785,1.0,28.0
1787.9825,178.00423,0.61657715,1.0,24.0
460.90808,137.21234,0.50439453,1.0,24.0
2075.0059,329.6397,0.13711548,1.0,18.0
2177.7563,65.27946,0.21099854,1.0,20.0
1343.9648,77.89328,0.49005127,1.0,27.0
2064.6953,119.24791,0.6281738,1.0,25.0
2024.7421,166.27354,0.15270996,1.0,15.0
2046.8175,276.46292,0.7392578,1.0,28.0
861.7179,133.1916,0.11993408,1.0,21.0
1570.7565,190.92354,0.3109131,1.0,21.0
2075.1187,82.00636,1.4179688,1.0,16.0
2181.0798,301.9008,0.6311035,1.0,31.0
2089.4727,216.60379,0.2578125,1.0,21.0
1958.109,210.20245,1.2038574,1.0,19.0
2854.5547,390.05948,0.5517578,1.0,17.0
1665.3724,236.17874,0.5513916,1.0,25.0
1912.4731,108.10832,0.19665527,1.0,22.0
1036.5847,133.14885,1.2324219,1.0,20.0
2024.5406,135.24248,0.6689453,1.0,19.0
2521.3206,243.78925,0.335083,1.0,20.0
1188.1879,61.508987,0.4161377,1.0,15.0
2071.497,96.568405,0.510376,1.0,21.0
1989.481,233.04915,1.8728027,1.0,9.0
1128.3749,66.13083,1.3640137,1.0,18.0
1657.4083,166.42737,0.47253418,1.0,22.0
2135.512,89.198616,2.019043,1.0,18.0
1707.204,307.85886,1.03125,1.0,13.0
1854.1058,127.49402,1.0092773,1.0,14.0
1949.2609,106.07073,0.3864746,1.0,26.0
1901.1333,108.437035,0.69506836,1.0,26.0
1735.5106,199.5276,1.2924805,1.0,22.0
2468.597,199.82132,0.49279785,1.0,26.0
2324.1172,419.5237,0.8231201,1.0,30.0
2180.866,217.99428,0.27697754,1.0,18.0
2119.458,79.86328,0.6669922,1.0,24.0
1632.0791,233.3803,0.41467285,1.0,25.0
2243.365,439.72284,0.6760254,1.0,17.0
1138.614,166.89015,0.41119385,1.0,26.0
1706.4342,57.44322,0.107437134,1.0,34.0
2059.6077,58.298237,1.482666,1.0,15.0
1413.2244,111.17472,1.3310547,1.0,19.0
2025.5225,93.610664,0.44396973,1.0,20.0
2492.3066,545.35236,0.44488525,1.0,14.0
1782.3031,90.924576,1.2028809,1.0,23.0
2547.035,479.23343,0.023033142,1.0,20.0
1691.9359,331.25198,0.4041748,1.0,19.0
2097.167,174.73538,0.3413086,1.0,33.0
2081.769,234.55597,1.0773926,1.0,28.0
1065.5928,65.67317,0.9953613,1.0,17.0
1625.7395,68.25873,0.08955383,1.0,14.0
2343.5913,79.15501,0.5500488,1.0,23.0
1065.0281,158.79784,0.6743164,1.0,24.0
2125.8906,269.69727,0.13616943,1.0,16.0
1411.7689,154.30095,0.7390137,1.0,31.0
2508.1277,465.0911,1.0368652,1.0,31.0
1689.6302,88.66149,0.1257019,1.0,13.0
2202.399,134.3757,0.7286377,1.0,22.0
2509.6438,264.53836,0.3435669,1.0,22.0
1650.8961,262.61703,0.059570312,1.0,16.0
2528.7744,76.49488,0.15176392,1.0,24.0
926.50574,62.7251,1.1489258,1.0,27.0
2561.529,168.46599,1.3215332,1.0,17.0
1586.4941,368.5301,1.1259766,1.0,27.0
2067.744,224.99074,0.9333496,1.0,21.0
2675.5627,111.34908,0.80114746,1.0,14.0
2090.1626,149.4298,1.315918,1.0,17.0
1344.7416,63.566364,1.7207031,1.0,25.0
1881.0188,123.64633,0.8952637,1.0,18.0
2136.1257,152.53683,0.15142822,1.0,13.0
1311.1594,79.22624,1.1904297,1.0,25.0
1673.3206,60.87876,1.4194336,1.0,24.0
717.05023,98.89763,0.5349121,1.0,24.0
1541.9272,218.8532,0.58776855,1.0,24.0
1875.9783,79.80835,0.090026855,1.0,40.0
1793.5604,63.639435,0.5596924,1.0,21.0
2623.2058,113.7841,0.55322266,1.0,13.0
2317.5479,143.72235,1.1811523,1.0,16.0
1794.7191,463.68747,1.0073242,1.0,29.0
1889.3049,290.698,0.56921387,1.0,21.0
1245.3462,157.68588,1.0166016,1.0,28.0
2008.7211,74.610634,0.028759003,1.0,18.0
1843.3156,87.39036,0.04988861,1.0,25.0
1367.559,130.08752,1.2585449,1.0,33.0
1993.1473,166.8251,1.4260254,1.0,20.0
1084.1411,102.01006,0.1656189,1.0,24.0
2428.1824,744.17065,0.58044434,1.0,22.0
489.56256,205.34999,0.44451904,1.0,21.0
1820.3602,155.69716,0.31860352,1.0,22.0
2045.5149,308.2878,1.59375,1.0,24.0
2134.6995,134.51656,1.0625,1.0,16.0
1380.8895,241.76189,0.65844727,1.0,29.0
1299.1975,177.6022,0.87683105,1.0,22.0
2064.9062,107.06925,0.34881592,1.0,10.0
1988.6802,204.77429,0.6427002,1.0,36.0
2164.7327,106.75367,1.6242676,1.0,19.0
1999.3547,286.24667,0.10961914,1.0,19.0
2120.4841,522.2252,0.87976074,1.0,19.0
1248.8947,130.52055,0.40161133,1.0,21.0
2360.2458,208.67677,0.713501,1.0,21.0
1633.4774,81.100136,0.17520142,1.0,17.0
2756.7368,472.81396,0.021476746,1.0,17.0
2028.991,637.3312,0.9929199,1.0,22.0
1582.5242,113.346054,0.59277344,1.0,21.0
1820.0769,164.96815,0.32659912,1.0,17.0
2063.7874,107.00255,0.11894226,1.0,16.0
2326.0203,189.37378,0.10076904,1.0,33.0
1576.0916,116.62643,1.7416992,1.0,17.0
2204.268,96.427086,0.6575928,1.0,16.0
2073.5657,103.81502,0.9753418,1.0,29.0
1639.186,65.082054,0.106918335,1.0,16.0
1107.6316,90.42956,0.41687012,1.0,19.0
995.9916,127.99948,0.2520752,1.0,16.0
1588.3689,221.47044,1.1669922,1.0,16.0
1488.6553,113.921814,1.6767578,1.0,18.0
2125.719,247.12563,0.50219727,1.0,40.0
1455.4402,224.38753,1.0725098,1.0,18.0
2558.6333,277.18265,1.0935059,1.0,21.0
2129.142,257.87488,1.0739746,1.0,20.0
1235.299,146.1532,0.32080078,1.0,25.0
1891.4557,86.14358,1.6394043,1.0,24.0
2537.6213,109.836845,0.108062744,1.0,22.0
1708.3756,104.50211,0.19891357,1.0,25.0
2190.183,322.76736,1.7919922,1.0,34.0
2194.401,191.2952,0.3326416,1.0,18.0
2207.5405,196.76152,1.8469238,1.0,29.0
2145.1147,294.61694,0.7459717,1.0,20.0
1215.6743,246.50922,0.5291748,1.0,29.0
2117.5146,137.50185,0.671875,1.0,17.0
1638.6012,267.17676,0.50305176,1.0,12.0
2689.1487,123.02004,0.66015625,1.0,35.0
2058.6938,199.53716,0.6047363,1.0,20.0
1354.242,381.00977,0.5632324,1.0,16.0
1423.0459,83.62542,1.322998,1.0,26.0
1260.8768,189.47603,0.4456787,1.0,23.0
2418.5693,307.50153,0.108169556,1.0,10.0
2184.2,103.19142,0.4118042,1.0,21.0
2426.1165,163.3139,0.45758057,1.0,22.0
1904.0486,62.763565,0.08035278,1.0,21.0
2113.4546,96.87309,0.80895996,1.0,28.0
2712.113,76.94399,0.52404785,1.0,24.0
2443.379,360.64774,0.35614014,1.0,29.0
2555.6118,269.53183,0.022541046,1.0,19.0
2434.4275,270.18213,1.4221191,1.0,37.0
2093.361,78.0788,0.7961426,1.0,15.0
1923.1768,185.28735,0.43432617,1.0,29.0
913.4018,180.60954,0.7044678,1.0,27.0
1596.2694,267.2652,0.50891113,1.0,18.0
2052.9648,466.78644,0.2048645,1.0,31.0
1599.3921,109.380035,1.1071777,1.0,23.0
1842.4934,90.298256,0.0690918,1.0,26.0
1890.2782,79.99288,1.546875,1.0,28.0
2189.864,117.712845,1.0944824,1.0,14.0
1816.103,110.167984,0.057662964,1.0,17.0
2383.3975,196.66219,0.77783203,1.0,25.0
1981.2773,198.20401,0.13442993,1.0,22.0
2147.013,122.49274,1.9599609,1.0,25.0
1216.4138,76.10512,0.07096863,1.0,18.0
1609.008,165.82437,2.177246,1.0,18.0
2043.5582,198.03197,0.39660645,1.0,15.0
2028.0046,351.36224,0.44805908,1.0,34.0
447.0597,87.05393,0.9206543,1.0,17.0
1846.8453,234.73412,0.47332764,1.0,20.0
2348.6309,87.04961,0.15872192,1.0,28.0
2506.5535,260.01172,0.34973145,1.0,30.0
2396.5317,245.18997,0.61083984,1.0,32.0
2587.9663,438.22748,1.1748047,1.0,28.0
2285.9614,269.79788,1.3544922,1.0,12.0
2379.4907,358.30002,0.3310547,1.0,15.0
1181.2642,153.77628,1.3408203,1.0,19.0
1913.5472,165.49179,0.8334961,1.0,34.0
2465.407,305.73816,0.12265015,1.0,20.0
2194.2349,284.244,1.6604004,1.0,24.0
2145.8206,164.62048,1.1147461,1.0,17.0
1962.7688,198.64034,1.6501465,1.0,35.0
2392.9563,142.31853,0.6085205,1.0,18.0
2279.5247,327.41946,0.038711548,1.0,10.0
1245.7701,128.90056,0.1239624,1.0,16.0
2476.5332,513.8372,0.84802246,1.0,27.0
2021.2585,192.01636,0.27941895,1.0,23.0
2401.9324,445.58,0.48242188,1.0,15.0
2197.8228,87.84715,0.044944763,1.0,27.0
2329.44,347.19315,0.26116943,1.0,28.0
1455.2373,132.10172,1.1655273,1.0,26.0
2040.3236,109.97762,0.6984863,1.0,21.0
3317.6028,127.92598,1.2866211,1.0,23.0
1949.4218,227.16803,1.8740234,1.0,30.0
1512.4597,61.747547,1.935791,1.0,10.0
1810.6813,165.971,0.6726074,1.0,33.0
1985.381,90.01005,1.0639648,1.0,16.0
2208.0083,104.81207,0.7897949,1.0,11.0
1840.4884,141.37375,0.20779419,1.0,16.0
542.5692,356.85922,0.5983887,1.0,18.0
1667.4089,253.87857,1.6098633,1.0,21.0
1856.5796,73.12609,0.54260254,1.0,12.0
1399.9199,73.439735,1.567627,1.0,23.0
2263.3137,296.7616,2.078125,1.0,18.0
1602.9105,128.39578,0.018005371,1.0,16.0
1786.0698,80.00714,1.2902832,1.0,21.0
1878.627,55.83091,0.17678833,1.0,17.0
1712.7054,93.71874,1.2341309,1.0,19.0
2461.0708,103.91201,0.9968262,1.0,15.0
1833.2974,117.20265,0.28326416,1.0,22.0
2672.8552,507.58273,0.7369385,1.0,19.0
2165.6807,99.00028,0.47052002,1.0,20.0
2023.1655,180.38129,0.09942627,1.0,16.0
2285.3635,313.53497,1.2744141,1.0,18.0
1960.3351,118.41161,0.62353516,1.0,27.0
2049.0864,350.41418,0.46850586,1.0,21.0
2176.9988,68.34446,0.62023926,1.0,23.0
2651.5896,199.45096,0.37200928,1.0,20.0
2048.3271,131.29073,0.9818115,1.0,24.0
1776.9701,129.48965,0.5744629,1.0,18.0
1680.4867,98.025314,2.15625,1.0,14.0
2086.0947,102.35912,0.9753418,1.0,35.0
2071.2266,120.621994,0.27008057,1.0,28.0
1918.9349,163.43643,0.05756378,1.0,17.0
435.71463,262.54483,0.10739136,1.0,25.0
2275.8174,274.3784,0.8161621,1.0,27.0
2725.488,97.04442,0.6221924,1.0,19.0
2489.0305,403.58374,0.44299316,1.0,20.0
904.4619,190.91045,0.36169434,1.0,27.0
1503.1036,352.873,0.2942505,1.0,14.0
747.4509,107.40433,0.21530151,1.0,20.0
1392.5015,62.421593,1.8256836,1.0,24.0
1860.1,302.87225,0.5732422,1.0,19.0
1394.3833,189.61693,0.14434814,1.0,23.0
1201.8481,134.60909,0.47851562,1.0,32.0
2153.865,113.773445,0.2538452,1.0,24.0
1860.8469,158.9221,1.2194824,1.0,24.0
1394.2208,89.10547,1.9250488,1.0,25.0
1419.0945,90.14415,1.2421875,1.0,24.0
2632.929,699.0554,0.42126465,1.0,15.0
2151.4937,461.6834,0.7166748,1.0,18.0
1741.5546,174.49922,0.5266113,1.0,25.0
2559.4812,320.5996,0.07878113,1.0,18.0
2013.7734,135.33159,1.2565918,1.0,30.0
1620.8988,163.09706,0.8232422,1.0,27.0
678.541,91.32441,0.121780396,1.0,31.0
1495.775,122.73341,0.45043945,1.0,37.0
599.2701,167.85394,0.16647339,1.0,26.0
2488.359,93.37343,0.06512451,1.0,25.0
2906.494,132.21675,0.18154907,1.0,13.0
2089.2424,291.31223,0.48162842,1.0,11.0
2509.9553,167.62718,0.998291,1.0,36.0
1720.9452,69.172386,1.208252,1.0,19.0
2044.1787,200.129,1.2612305,1.0,19.0
2097.924,92.300934,0.8569336,1.0,25.0
2158.512,269.67242,1.453125,1.0,34.0
1483.919,181.09134,1.0852051,1.0,15.0
2211.5737,475.7073,0.025829315,1.0,24.0
2005.01,295.24127,0.39782715,1.0,14.0
2642.2344,261.37347,0.62231445,1.0,22.0
1526.063,183.08202,0.16390991,1.0,16.0
1865.298,139.42874,0.6237793,1.0,28.0
1858.411,106.89305,0.47277832,1.0,19.0
2248.2925,178.02344,1.3325195,1.0,20.0
2393.2058,518.0892,0.65478516,1.0,18.0
1156.464,255.19502,0.60791016,1.0,29.0
1720.0547,226.59227,1.0327148,1.0,16.0
1844.7936,388.18726,0.034309387,1.0,21.0
1513.9214,81.980934,1.081543,1.0,11.0
1728.094,107.30143,1.2463379,1.0,40.0
2285.922,234.3087,0.9178467,1.0,34.0
1797.6421,66.3535,0.7512207,1.0,19.0
1932.1516,403.7322,0.98828125,1.0,17.0
1658.4061,65.71161,0.1279602,1.0,18.0
1873.6305,139.07013,0.0049095154,1.0,12.0
1685.5842,85.46398,0.29125977,1.0,13.0
1794.0929,136.64032,1.564209,1.0,19.0
2084.9744,205.09984,0.6801758,1.0,24.0
1395.9165,93.82264,1.0522461,1.0,13.0
1695.6038,177.82205,0.35284424,1.0,18.0
2230.562,158.33545,0.40026855,1.0,13.0
2127.1655,207.57376,0.5749512,1.0,23.0
1529.5411,61.991783,1.1635742,1.0,34.0
2293.4995,246.91165,1.0168457,1.0,21.0
1667.1261,178.74545,0.8186035,1.0,25.0
1830.4103,66.0647,1.1142578,1.0,22.0
1810.7721,291.41156,0.23651123,1.0,19.0
1759.4186,63.592148,1.1137695,1.0,26.0
1417.187,59.86828,0.13565063,1.0,36.0
1906.9915,230.65631,0.7180176,1.0,16.0
2275.1938,353.9428,0.7821045,1.0,18.0
1923.5603,79.178604,0.27246094,1.0,28.0
2602.0764,168.90115,0.003619194,1.0,21.0
2062.9968,72.426765,0.55651855,1.0,21.0
1189.6791,162.66934,0.49829102,1.0,23.0
1794.767,144.49123,0.2498169,1.0,26.0
1457.3715,56.957237,0.031326294,1.0,18.0
2381.4766,103.81398,0.09498596,1.0,22.0
1828.4845,82.4756,0.6702881,1.0,15.0
2293.4204,271.5991,1.0373535,1.0,21.0
2063.5361,114.55093,0.14224243,1.0,30.0
1911.4647,211.6049,0.36218262,1.0,13.0
1665.4106,107.258385,0.42797852,1.0,25.0
2425.8828,114.28739,0.2494812,1.0,22.0
